Applicant_ID,Applicant_Income,Coapplicant_Income,Employment_Status,Age,Marital_Status,Dependents,Credit_Score,Existing_Loans,DTI_Ratio,Savings,Collateral_Value,Loan_Amount,Loan_Term,Loan_Purpose,Property_Area,Education_Level,Gender,Employer_Category,Loan_Approved
APP-1419,2569,0,Self-Employed,54,Married,1,846,2,0.5,32323,172842,55313,48,Personal,Rural,Undergraduate,Male,Private,0
APP-1420,7442,0,Salaried,49,Married,1,727,0,0.4,36361,86762,37032,360,Home,Semi-Urban,Graduate,Male,Self,0
APP-1421,3895,2000,Salaried,44,Married,0,764,0,0.25,11315,176471,71710,360,Home,Urban,Undergraduate,Male,Govt,1
APP-1422,4733,0,Business,44,Single,2,588,1,0.54,48968,198511,105326,60,Home,Semi-Urban,Postgraduate,Male,Private,0
APP-1423,5863,0,Salaried,62,Single,3,808,0,0.52,27519,185487,96157,120,Home,Semi-Urban,Graduate,Female,Govt,0
APP-1424,14913,1000,Self-Employed,24,Married,1,753,1,0.34,10107,153641,38365,60,Personal,Semi-Urban,Postgraduate,Female,Private,1
APP-1425,9455,2500,Self-Employed,23,Single,3,556,1,0.12,56781,12369,23189,36,Education,Urban,Postgraduate,Female,Govt,0
APP-1426,6014,2000,Self-Employed,54,Married,0,598,1,0.42,4869,119963,17248,240,Home,Urban,Graduate,Male,Private,0
APP-1427,13093,0,Salaried,43,Married,1,575,1,0.13,28370,10528,14369,360,Education,Urban,Undergraduate,Female,Self,1
APP-1428,3686,1000,Business,43,Married,3,710,1,0.56,63695,118806,149122,48,Home,Urban,Graduate,Male,Private,0
APP-1429,5009,1500,Salaried,25,Married,1,725,0,0.58,61422,171386,38605,360,Home,Semi-Urban,Graduate,Male,Private,0
APP-1430,9806,2000,Self-Employed,51,Married,4,628,0,0.19,8971,112979,59616,360,Home,Urban,Graduate,Male,Private,1
APP-1431,2154,2000,Salaried,61,Married,0,551,1,0.44,26651,159119,113719,180,Business,Rural,Graduate,Male,Govt,0
APP-1432,12729,0,Salaried,26,Married,0,681,1,0.15,57974,29748,43055,240,Business,Urban,Graduate,Male,Private,1
APP-1433,3409,1500,Salaried,57,Married,3,825,2,0.46,24446,45109,126680,36,Business,Urban,Undergraduate,Female,Private,1
APP-1434,14249,1000,Business,30,Married,0,666,2,0.27,39108,23919,17450,60,Home,Semi-Urban,Graduate,Male,Govt,1
APP-1435,2784,3000,Business,60,Single,4,713,4,0.44,76179,57498,143997,36,Home,Urban,Graduate,Male,Private,0
APP-1436,13367,1500,Salaried,27,Married,4,837,0,0.29,4823,65808,60272,180,Education,Rural,Postgraduate,Male,Private,1
APP-1437,10096,1000,Salaried,59,Single,0,577,0,0.17,14454,80441,15310,120,Personal,Urban,Undergraduate,Male,Private,0
APP-1438,9560,1000,Self-Employed,58,Married,1,550,0,0.3,4932,123843,41817,36,Business,Semi-Urban,Undergraduate,Male,Self,0
APP-1439,14533,1500,Salaried,41,Married,0,737,2,0.16,11220,84420,92641,360,Home,Rural,Postgraduate,Male,Govt,1
APP-1440,9343,2500,Salaried,40,Single,1,605,1,0.39,75090,169978,25457,12,Home,Semi-Urban,Undergraduate,Female,Private,0
APP-1441,9206,1500,Self-Employed,23,Married,0,584,2,0.12,68965,117447,52311,36,Personal,Urban,Postgraduate,Male,Private,0
APP-1442,7596,2000,Salaried,42,Married,0,661,1,0.36,29208,76896,145052,180,Business,Semi-Urban,Undergraduate,Male,Govt,0
APP-1443,7801,2000,Business,24,Single,1,835,3,0.54,73980,113431,133573,36,Business,Semi-Urban,Postgraduate,Female,Self,1
APP-1444,4806,1500,Salaried,48,Married,1,585,3,0.52,11510,163018,107427,36,Personal,Rural,Graduate,Female,Private,0
APP-1445,2537,1000,Salaried,32,Married,4,766,0,0.54,45045,57020,46181,24,Business,Rural,Graduate,Female,Private,0
APP-1446,7986,3000,Salaried,58,Married,3,629,1,0.56,11537,32161,142019,360,Education,Urban,Postgraduate,Female,Private,0
APP-1447,3841,1000,Self-Employed,56,Married,2,632,1,0.15,73683,37738,141094,48,Business,Rural,Graduate,Male,Govt,0
APP-1448,12647,1000,Salaried,61,Married,1,614,0,0.16,70134,144997,11128,120,Business,Urban,Graduate,Male,Private,1
APP-1449,10716,5000,Self-Employed,25,Married,3,677,1,0.38,73254,149535,89522,24,Business,Urban,Postgraduate,Female,Private,1
APP-1450,8971,0,Salaried,33,Single,1,571,1,0.55,14782,67153,58929,360,Home,Rural,Undergraduate,Female,Private,0
APP-1451,7625,0,Self-Employed,43,Single,2,765,0,0.59,66587,71009,91696,180,Home,Urban,Graduate,Male,Private,0
APP-1452,4950,0,Salaried,50,Single,4,656,1,0.12,76720,97938,125245,60,Education,Urban,Postgraduate,Male,Private,0
APP-1453,9992,4000,Salaried,57,Married,1,658,1,0.28,79004,109546,19808,180,Education,Urban,Postgraduate,Female,Private,1
APP-1454,14323,0,Self-Employed,45,Single,2,730,0,0.21,23072,182624,105148,48,Business,Semi-Urban,Undergraduate,Male,Private,1
APP-1455,6780,0,Salaried,47,Married,3,713,1,0.48,73746,66271,31725,180,Home,Semi-Urban,Undergraduate,Male,Private,0
APP-1456,14307,0,Salaried,34,Single,3,617,0,0.42,46702,19797,82534,24,Home,Semi-Urban,Postgraduate,Male,Private,0
APP-1457,4368,0,Business,56,Single,2,841,2,0.16,7057,96130,49950,180,Personal,Urban,Postgraduate,Female,Private,1
APP-1458,14039,0,Salaried,59,Single,0,729,0,0.34,31916,81942,93576,48,Home,Semi-Urban,Graduate,Female,Self,1
APP-1459,8655,1000,Self-Employed,36,Married,1,730,3,0.44,28268,128065,30557,48,Home,Rural,Postgraduate,Male,Govt,0
APP-1460,10173,1500,Salaried,42,Married,0,718,1,0.49,44978,23965,31825,12,Home,Rural,Postgraduate,Male,Self,0
APP-1461,6495,0,Self-Employed,41,Married,2,571,0,0.11,24259,23733,18998,36,Personal,Urban,Undergraduate,Male,Private,0
APP-1462,12893,0,Salaried,41,Single,0,615,1,0.55,54583,194295,46080,60,Home,Rural,Postgraduate,Male,Private,0
APP-1463,11163,0,Salaried,28,Married,3,570,1,0.38,35293,137182,52407,60,Business,Semi-Urban,Graduate,Male,Self,0
APP-1464,8002,0,Business,36,Single,0,649,1,0.51,8043,167998,130283,24,Education,Urban,Postgraduate,Male,Private,0
APP-1465,8614,1500,Self-Employed,51,Married,0,849,1,0.5,51430,169855,23338,48,Business,Urban,Graduate,Male,Self,1
APP-1466,11358,2000,Salaried,62,Married,1,652,1,0.19,39893,93360,86289,12,Education,Urban,Graduate,Female,Govt,1
APP-1467,7919,0,Salaried,30,Married,2,596,0,0.16,41642,177466,141029,360,Home,Semi-Urban,Graduate,Female,Govt,0
APP-1468,12966,1000,Business,52,Married,0,588,0,0.46,79065,118378,119367,12,Home,Urban,Graduate,Male,Private,0
APP-1469,12174,0,Salaried,54,Married,1,834,2,0.18,31868,38287,75898,120,Home,Semi-Urban,Undergraduate,Male,Self,1
APP-1470,2853,3000,Self-Employed,29,Married,1,639,1,0.52,27309,92104,144526,180,Education,Urban,Graduate,Female,Self,0
APP-1471,6146,2000,Self-Employed,37,Single,0,634,0,0.46,24284,171508,127486,36,Home,Rural,Graduate,Male,Private,0
APP-1472,13928,1500,Salaried,31,Married,0,822,2,0.52,70000,96916,96540,12,Home,Urban,Undergraduate,Female,Private,1
APP-1473,5769,0,Salaried,52,Married,3,737,0,0.25,63107,13188,146421,180,Personal,Rural,Graduate,Male,Private,1
APP-1474,2574,4000,Self-Employed,30,Single,1,708,2,0.26,66049,101205,135416,36,Home,Rural,Graduate,Female,Self,1
APP-1475,13453,0,Salaried,42,Single,0,792,0,0.44,30265,107349,49963,120,Home,Urban,Graduate,Female,Private,1
APP-1476,3148,0,Salaried,37,Single,3,622,0,0.12,24880,147837,148822,120,Personal,Semi-Urban,Graduate,Female,Private,0
APP-1477,8293,0,Business,24,Married,4,598,3,0.46,1255,192698,104929,48,Business,Urban,Graduate,Female,Private,0
APP-1478,8457,0,Salaried,45,Single,2,650,0,0.52,2502,151879,84935,120,Home,Rural,Graduate,Female,Private,0
APP-1479,9509,5000,Self-Employed,41,Single,1,551,2,0.31,71192,20204,23686,48,Home,Semi-Urban,Postgraduate,Male,Private,0
APP-1480,11907,2500,Salaried,57,Married,3,793,0,0.48,66424,199016,73528,240,Business,Urban,Graduate,Male,Self,1
APP-1481,6777,0,Salaried,58,Married,4,725,1,0.19,76838,52120,109811,360,Home,Urban,Graduate,Male,Private,1
APP-1482,5854,1500,Salaried,21,Married,2,787,3,0.26,71966,112903,32787,24,Business,Urban,Undergraduate,Female,Self,1
APP-1483,4491,5000,Salaried,45,Married,1,608,0,0.59,42366,163730,125613,180,Home,Rural,Graduate,Female,Govt,0
APP-1484,12852,3000,Salaried,56,Single,1,648,2,0.59,28425,47081,114887,360,Business,Semi-Urban,Undergraduate,Male,Private,0
APP-1485,5124,2000,Salaried,37,Married,2,551,1,0.36,53328,44986,71086,360,Home,Rural,Graduate,Male,Private,0
APP-1486,7691,4000,Self-Employed,61,Single,0,792,1,0.57,68396,89322,112231,60,Business,Urban,Graduate,Female,Private,1
APP-1487,5051,5000,Salaried,44,Married,1,846,1,0.36,72694,104819,73308,12,Home,Urban,Postgraduate,Male,Self,1
APP-1488,2004,2000,Salaried,22,Married,3,760,3,0.25,6806,140015,25797,120,Personal,Rural,Graduate,Male,Govt,1
APP-1489,7222,0,Salaried,60,Married,2,672,0,0.23,18106,60304,15302,240,Home,Urban,Graduate,Female,Govt,0
APP-1490,7315,1000,Salaried,35,Married,1,778,0,0.56,57731,75592,48059,12,Home,Rural,Postgraduate,Male,Private,0
APP-1491,6869,2500,Salaried,52,Single,2,631,3,0.19,76010,68548,141980,24,Personal,Urban,Graduate,Male,Govt,0
APP-1492,2876,0,Salaried,59,Single,0,693,2,0.39,33599,108447,24239,12,Education,Urban,Postgraduate,Male,Self,0
APP-1493,11183,2500,Salaried,26,Married,1,689,0,0.38,72326,49986,37313,60,Business,Semi-Urban,Undergraduate,Male,Govt,1
APP-1494,9027,0,Salaried,21,Married,2,578,1,0.47,76706,84095,52103,24,Education,Rural,Graduate,Male,Private,0
APP-1495,6142,0,Salaried,43,Married,0,819,1,0.35,10004,101594,98771,48,Business,Rural,Postgraduate,Male,Govt,1
APP-1496,8966,0,Self-Employed,59,Single,0,796,1,0.24,52364,98281,136228,12,Education,Urban,Postgraduate,Male,Private,1
APP-1497,9079,0,Salaried,37,Married,4,561,0,0.18,26792,76151,101665,180,Business,Urban,Undergraduate,Male,Private,0
APP-1498,9987,5000,Salaried,54,Married,0,655,1,0.41,65912,83598,20534,240,Business,Semi-Urban,Undergraduate,Male,Govt,1
APP-1499,8799,2500,Self-Employed,61,Married,0,581,0,0.46,55645,38214,53060,60,Home,Semi-Urban,Undergraduate,Male,Private,0
APP-1500,14556,2500,Salaried,49,Single,4,623,2,0.38,8232,48745,27189,24,Business,Semi-Urban,Graduate,Female,Private,1
APP-1501,6465,2000,Business,29,Married,2,720,2,0.47,79210,183620,138431,240,Business,Urban,Postgraduate,Male,Self,0
APP-1502,2635,0,Salaried,33,Married,2,618,1,0.17,55766,151753,96067,12,Home,Rural,Graduate,Female,Govt,0
APP-1503,3693,1500,Salaried,26,Single,3,686,0,0.54,49542,148056,20967,180,Personal,Semi-Urban,Graduate,Female,Private,0
APP-1504,11874,1500,Salaried,26,Married,0,649,0,0.39,6913,168651,75563,12,Home,Rural,Undergraduate,Male,Self,0
APP-1505,6752,1500,Salaried,40,Married,2,695,1,0.16,11567,100810,18660,120,Business,Semi-Urban,Graduate,Female,Private,1
APP-1506,10311,0,Self-Employed,23,Single,1,558,2,0.33,39379,196005,128671,120,Home,Semi-Urban,Undergraduate,Male,Self,0
APP-1507,2830,1500,Salaried,37,Single,3,611,0,0.52,75968,168471,139909,60,Home,Rural,Graduate,Female,Self,0
APP-1508,13867,1000,Business,32,Married,1,734,1,0.55,1319,172553,85976,24,Education,Semi-Urban,Undergraduate,Male,Private,1
APP-1509,7177,5000,Salaried,21,Married,2,578,0,0.23,5791,10944,23107,24,Personal,Rural,Graduate,Female,Private,0
APP-1510,11561,3000,Salaried,37,Married,1,663,0,0.46,1329,103993,104182,360,Business,Rural,Graduate,Male,Govt,0
APP-1511,10932,1000,Salaried,23,Single,1,692,0,0.15,75387,19114,101787,60,Business,Semi-Urban,Graduate,Female,Private,1
APP-1512,10308,2000,Salaried,46,Married,2,669,0,0.12,62032,49846,25954,60,Education,Semi-Urban,Postgraduate,Male,Self,1
APP-1513,7949,2000,Salaried,35,Single,2,719,0,0.38,45078,42596,26943,180,Home,Urban,Graduate,Female,Private,1
APP-1514,4838,0,Self-Employed,56,Married,2,706,1,0.45,22300,114087,50725,120,Personal,Urban,Postgraduate,Male,Private,0
APP-1515,3150,3000,Self-Employed,52,Married,1,809,3,0.5,76700,16907,55434,24,Personal,Urban,Graduate,Female,Private,1
APP-1516,9560,3000,Salaried,52,Single,1,631,2,0.27,51945,169186,95751,12,Education,Urban,Graduate,Male,Private,1
APP-1517,3931,1000,Self-Employed,24,Single,2,791,0,0.1,56609,35009,20110,60,Home,Urban,Graduate,Male,Self,1
APP-1518,11204,0,Business,38,Married,3,721,0,0.34,61562,94846,26462,48,Education,Urban,Graduate,Female,Private,1
APP-1519,3664,0,Business,39,Married,2,780,0,0.11,62901,60241,89232,36,Home,Urban,Undergraduate,Female,Govt,1
APP-1520,3081,1000,Salaried,63,Married,3,757,0,0.15,6703,176797,76567,24,Personal,Semi-Urban,Undergraduate,Male,Self,1
APP-1521,14921,0,Self-Employed,55,Single,3,624,1,0.26,64115,28996,137425,24,Education,Urban,Graduate,Female,Private,1
APP-1522,2512,3000,Salaried,60,Single,1,819,1,0.32,28676,147119,66063,48,Business,Urban,Postgraduate,Female,Private,1
APP-1523,13041,0,Business,34,Married,2,663,0,0.24,62710,38767,123394,24,Education,Semi-Urban,Postgraduate,Female,Private,1
APP-1524,9805,0,Salaried,53,Single,3,611,0,0.39,61077,26347,65240,48,Home,Semi-Urban,Graduate,Male,Private,0
APP-1525,7237,4000,Salaried,34,Married,2,651,0,0.13,46440,112063,91352,36,Business,Semi-Urban,Graduate,Male,Self,1
APP-1526,2559,2000,Self-Employed,54,Married,3,759,0,0.17,37923,34102,90989,360,Personal,Semi-Urban,Postgraduate,Female,Private,1
APP-1527,5672,0,Salaried,24,Married,2,804,2,0.45,30802,14263,32222,180,Home,Rural,Graduate,Male,Private,1
APP-1528,14775,0,Business,44,Married,1,569,0,0.17,63904,118585,89794,36,Personal,Semi-Urban,Graduate,Male,Govt,1
APP-1529,9404,0,Business,49,Married,0,607,1,0.42,61162,77438,73924,240,Home,Semi-Urban,Graduate,Male,Self,0
APP-1530,5343,2000,Self-Employed,39,Married,1,661,1,0.13,66169,106359,109854,360,Business,Rural,Postgraduate,Male,Govt,1
APP-1531,6070,0,Salaried,26,Married,4,745,3,0.3,69147,171612,88513,180,Education,Rural,Graduate,Female,Self,1
APP-1532,14991,1500,Self-Employed,53,Single,2,641,3,0.19,23075,140251,64649,120,Personal,Semi-Urban,Graduate,Female,Private,1
APP-1533,11662,5000,Salaried,60,Married,1,601,2,0.15,75716,181915,112986,48,Home,Semi-Urban,Graduate,Male,Private,1
APP-1534,2580,0,Salaried,39,Married,3,842,0,0.38,10304,37690,93749,60,Home,Urban,Graduate,Male,Self,1
APP-1535,9004,3000,Self-Employed,21,Married,1,557,1,0.56,60622,12994,49369,240,Business,Semi-Urban,Graduate,Male,Govt,0
APP-1536,12486,5000,Salaried,25,Single,1,849,2,0.13,55215,113533,96379,36,Business,Rural,Undergraduate,Male,Private,1
APP-1537,10130,0,Salaried,47,Married,2,647,0,0.31,74973,77546,79392,24,Home,Semi-Urban,Graduate,Male,Private,0
APP-1538,5147,3000,Business,36,Married,2,785,1,0.45,13521,148449,22661,36,Home,Rural,Postgraduate,Female,Private,1
APP-1539,6249,1500,Salaried,26,Single,0,618,3,0.33,25028,88572,81718,180,Home,Semi-Urban,Graduate,Female,Private,0
APP-1540,3679,4000,Salaried,60,Married,1,594,1,0.5,40328,36467,17970,240,Personal,Rural,Postgraduate,Male,Private,0
APP-1541,5506,1500,Business,33,Married,1,686,0,0.19,28301,141120,57922,12,Personal,Semi-Urban,Postgraduate,Female,Private,1
APP-1542,9253,2000,Salaried,55,Single,1,783,0,0.58,39015,178050,40755,180,Personal,Urban,Graduate,Male,Self,1
APP-1543,4744,1500,Self-Employed,39,Married,1,581,1,0.29,37845,57606,130926,360,Education,Semi-Urban,Undergraduate,Female,Private,0
APP-1544,13548,3000,Business,32,Married,1,838,0,0.27,77394,108112,29416,36,Business,Urban,Graduate,Male,Private,1
APP-1545,14237,2000,Business,36,Married,0,675,1,0.54,45159,83414,23672,36,Education,Urban,Undergraduate,Female,Self,1
APP-1546,11435,1500,Self-Employed,63,Married,1,616,2,0.38,44714,103145,138145,240,Home,Rural,Graduate,Male,Private,0
APP-1547,7188,3000,Salaried,30,Married,0,579,0,0.36,26230,190294,84095,48,Personal,Urban,Undergraduate,Male,Govt,0
APP-1548,13310,0,Salaried,45,Married,1,663,3,0.46,50262,58115,10064,240,Business,Rural,Postgraduate,Male,Private,0
APP-1549,4141,0,Self-Employed,40,Married,3,753,1,0.39,42722,99606,78835,60,Personal,Urban,Undergraduate,Male,Govt,0
APP-1550,13251,0,Business,51,Married,2,578,0,0.18,47359,50647,146711,36,Personal,Urban,Postgraduate,Male,Govt,1
APP-1551,14740,0,Salaried,24,Single,1,680,2,0.44,63796,64607,97594,48,Personal,Rural,Graduate,Male,Private,1
APP-1552,13151,0,Salaried,64,Married,0,734,2,0.17,41159,198482,126916,48,Business,Urban,Postgraduate,Male,Govt,1
APP-1553,12457,4000,Salaried,43,Married,0,802,1,0.5,6239,31996,130308,240,Education,Semi-Urban,Undergraduate,Female,Private,1
APP-1554,8617,0,Salaried,22,Single,1,835,3,0.59,51886,195993,92516,120,Home,Semi-Urban,Undergraduate,Male,Govt,1
APP-1555,4479,2000,Self-Employed,42,Single,0,611,2,0.29,28195,93697,74666,180,Business,Semi-Urban,Graduate,Female,Govt,0
APP-1556,8484,0,Salaried,57,Married,1,552,3,0.32,35674,56022,128294,360,Business,Rural,Postgraduate,Male,Govt,0
APP-1557,14838,3000,Business,28,Single,0,617,1,0.12,19105,50148,20866,120,Home,Semi-Urban,Graduate,Female,Govt,1
APP-1558,11827,5000,Self-Employed,27,Married,3,574,2,0.11,30739,77764,13889,36,Education,Semi-Urban,Postgraduate,Female,Private,1
APP-1559,9421,1000,Salaried,34,Married,1,728,4,0.56,32969,101901,128194,36,Education,Rural,Graduate,Male,Private,0
APP-1560,11949,3000,Self-Employed,23,Single,0,690,2,0.16,15497,100724,134714,36,Home,Urban,Graduate,Female,Self,1
APP-1561,6452,0,Salaried,36,Married,3,780,0,0.32,2816,134766,41335,24,Business,Semi-Urban,Undergraduate,Male,Self,1
APP-1562,12262,2500,Salaried,39,Married,1,849,1,0.51,60254,18888,60547,12,Education,Rural,Graduate,Female,Self,1
APP-1563,7881,0,Self-Employed,38,Married,0,712,1,0.54,70385,180231,108756,12,Business,Semi-Urban,Postgraduate,Male,Govt,0
APP-1564,8665,4000,Self-Employed,36,Married,1,679,0,0.36,34826,183269,20995,48,Home,Rural,Postgraduate,Male,Private,1
APP-1565,4849,0,Self-Employed,28,Married,1,795,4,0.38,64365,108941,12631,36,Education,Semi-Urban,Graduate,Male,Govt,1
APP-1566,13443,1500,Salaried,53,Single,2,846,0,0.43,51100,165546,147039,60,Home,Rural,Graduate,Male,Private,1
APP-1567,9390,2500,Salaried,32,Married,0,721,0,0.58,5359,27333,98294,360,Personal,Rural,Postgraduate,Male,Govt,0
APP-1568,8905,0,Self-Employed,31,Single,1,613,3,0.4,13809,46355,97278,240,Personal,Urban,Graduate,Female,Private,0
APP-1569,13922,0,Salaried,25,Married,0,580,1,0.38,65450,139686,74471,360,Personal,Urban,Undergraduate,Male,Govt,0
APP-1570,4489,0,Salaried,47,Single,0,596,0,0.11,39428,172217,47116,60,Home,Semi-Urban,Undergraduate,Male,Govt,0
APP-1571,11823,0,Salaried,32,Single,3,679,1,0.14,73790,113170,102116,240,Home,Semi-Urban,Graduate,Male,Self,1
APP-1572,13008,1500,Self-Employed,37,Single,2,659,1,0.39,3093,85675,143014,48,Home,Urban,Graduate,Male,Private,1
APP-1573,11207,0,Salaried,26,Married,1,618,0,0.57,45498,190926,57664,60,Home,Urban,Graduate,Male,Self,0
APP-1574,11540,0,Self-Employed,53,Married,1,607,4,0.53,41985,77664,97342,36,Personal,Urban,Postgraduate,Female,Private,0
APP-1575,6611,0,Business,25,Married,0,655,1,0.59,33009,96153,24407,60,Personal,Rural,Graduate,Male,Self,0
APP-1576,13279,2500,Salaried,48,Single,3,849,1,0.36,18718,103616,123926,36,Personal,Semi-Urban,Graduate,Male,Private,1
APP-1577,4839,0,Salaried,34,Single,0,805,1,0.49,17705,45285,69201,60,Education,Semi-Urban,Postgraduate,Male,Self,0
APP-1578,10527,0,Salaried,25,Married,0,720,1,0.52,63598,158605,90093,60,Home,Urban,Undergraduate,Male,Private,0
APP-1579,7878,0,Business,53,Married,1,711,0,0.42,78878,173696,27878,120,Home,Urban,Graduate,Female,Private,0
APP-1580,14784,1000,Salaried,61,Married,1,835,0,0.27,13239,56996,93100,360,Home,Urban,Graduate,Male,Private,1
APP-1581,11087,2500,Salaried,39,Married,1,620,1,0.33,47622,56947,88629,12,Business,Urban,Undergraduate,Male,Private,0
APP-1582,8303,0,Salaried,42,Married,0,804,2,0.53,47665,169028,53168,120,Personal,Rural,Postgraduate,Male,Self,1
APP-1583,13738,0,Self-Employed,25,Single,1,604,0,0.25,33274,61030,64862,12,Home,Rural,Postgraduate,Male,Self,1
APP-1584,2851,2500,Salaried,22,Single,1,552,1,0.56,12419,199669,38004,120,Home,Urban,Postgraduate,Male,Private,0
APP-1585,3687,2500,Self-Employed,50,Married,0,575,2,0.21,16003,52443,30471,24,Business,Urban,Undergraduate,Male,Private,0
APP-1586,12123,0,Business,59,Married,3,675,0,0.47,31866,138344,101820,240,Personal,Urban,Postgraduate,Female,Private,0
APP-1587,8833,2500,Salaried,24,Married,0,602,0,0.42,22988,75464,112229,36,Personal,Semi-Urban,Undergraduate,Male,Self,0
APP-1588,13938,4000,Self-Employed,53,Married,1,747,0,0.47,56894,138019,75308,120,Education,Urban,Postgraduate,Male,Private,1
APP-1589,4427,0,Salaried,33,Married,2,848,1,0.32,6674,145024,93969,120,Home,Urban,Postgraduate,Male,Govt,1
APP-1590,11760,2500,Business,40,Married,0,737,0,0.57,71538,197952,24568,48,Business,Urban,Graduate,Male,Private,1
APP-1591,6000,2000,Self-Employed,27,Single,2,735,1,0.42,67446,193273,19466,60,Personal,Rural,Graduate,Male,Govt,0
APP-1592,7052,1000,Business,35,Married,3,847,1,0.24,30072,130454,67324,24,Home,Semi-Urban,Postgraduate,Female,Private,1
APP-1593,4738,0,Salaried,43,Married,0,753,1,0.42,34717,134444,112208,240,Business,Semi-Urban,Graduate,Female,Private,0
APP-1594,13690,0,Salaried,34,Single,3,560,0,0.24,27651,122175,85955,180,Personal,Urban,Postgraduate,Male,Private,0
APP-1595,7732,3000,Salaried,43,Single,1,695,1,0.25,45291,52460,104791,120,Home,Rural,Graduate,Male,Private,1
APP-1596,7387,5000,Salaried,39,Married,0,634,2,0.3,64350,163868,118718,180,Education,Rural,Undergraduate,Male,Govt,0
APP-1597,10002,2000,Salaried,49,Married,1,649,3,0.53,5646,172818,32650,12,Home,Urban,Graduate,Male,Govt,0
APP-1598,7536,1000,Salaried,40,Married,1,653,3,0.35,40713,10015,98290,60,Home,Urban,Undergraduate,Female,Private,0
APP-1599,5913,2000,Salaried,49,Single,2,595,1,0.44,68936,59757,87701,180,Personal,Semi-Urban,Postgraduate,Female,Govt,0
APP-1600,3066,1500,Salaried,44,Single,2,593,1,0.3,45331,167029,20683,12,Home,Urban,Graduate,Female,Private,0
APP-1601,9723,0,Self-Employed,38,Single,3,827,0,0.23,23185,91541,90978,24,Business,Semi-Urban,Postgraduate,Male,Self,1
APP-1602,6380,0,Salaried,30,Married,4,730,0,0.58,53107,31292,14860,360,Business,Semi-Urban,Graduate,Male,Self,0
APP-1603,12636,2500,Salaried,61,Single,2,736,0,0.4,67554,132694,144801,36,Home,Semi-Urban,Graduate,Female,Self,1
APP-1604,6107,0,Salaried,28,Married,2,663,1,0.57,18563,172948,41351,120,Education,Urban,Graduate,Female,Self,0
APP-1605,7726,2500,Salaried,46,Married,1,804,0,0.2,71729,57046,72744,180,Business,Semi-Urban,Graduate,Female,Private,1
APP-1606,5373,0,Business,49,Married,1,579,0,0.17,16701,24817,130198,360,Personal,Rural,Undergraduate,Male,Private,0
APP-1607,14161,0,Salaried,30,Married,0,813,4,0.53,70072,19759,84155,60,Personal,Urban,Graduate,Male,Govt,1
APP-1608,12738,0,Self-Employed,37,Married,2,647,0,0.44,49217,189504,131449,48,Home,Semi-Urban,Postgraduate,Male,Self,0
APP-1609,10945,1000,Business,22,Single,1,664,0,0.19,45610,16412,86700,24,Education,Urban,Graduate,Male,Private,1
APP-1610,4082,4000,Self-Employed,26,Single,0,825,0,0.23,51131,198829,16955,36,Personal,Urban,Postgraduate,Male,Govt,1
APP-1611,12966,0,Self-Employed,25,Married,0,830,1,0.5,30410,30504,31662,60,Business,Semi-Urban,Graduate,Female,Private,1
APP-1612,13088,3000,Self-Employed,48,Married,1,824,1,0.33,59715,118500,16408,24,Home,Urban,Postgraduate,Male,Private,1
APP-1613,14377,1500,Business,61,Married,1,810,0,0.44,39665,18507,11225,48,Business,Urban,Postgraduate,Male,Private,1
APP-1614,10967,2500,Self-Employed,25,Married,1,756,1,0.26,16957,31050,27279,12,Home,Urban,Postgraduate,Female,Self,1
APP-1615,8748,0,Salaried,38,Married,2,760,2,0.29,49127,145892,120401,48,Business,Semi-Urban,Graduate,Male,Private,1
APP-1616,11817,2500,Self-Employed,46,Single,1,764,2,0.6,64589,148907,102404,180,Personal,Semi-Urban,Postgraduate,Female,Self,1
APP-1617,13261,2500,Salaried,40,Married,2,589,4,0.22,47008,110153,58481,36,Education,Urban,Graduate,Male,Private,1
APP-1618,2417,0,Self-Employed,61,Married,0,575,2,0.35,62920,23587,54552,240,Personal,Semi-Urban,Graduate,Male,Private,0
APP-1619,10306,0,Salaried,47,Married,0,576,1,0.52,33875,67732,147930,120,Home,Urban,Graduate,Female,Self,0
APP-1620,10808,3000,Salaried,32,Single,1,739,0,0.22,2626,61921,84474,120,Home,Semi-Urban,Graduate,Female,Self,1
APP-1621,5974,5000,Salaried,27,Single,1,632,0,0.31,64822,186571,35168,12,Home,Semi-Urban,Graduate,Male,Govt,0
APP-1622,5267,0,Salaried,23,Single,0,719,0,0.41,72765,127734,42099,60,Home,Semi-Urban,Postgraduate,Female,Govt,0
APP-1623,2825,2000,Salaried,30,Single,1,716,1,0.34,73413,140104,71455,36,Home,Rural,Graduate,Male,Private,0
APP-1624,9668,4000,Salaried,54,Married,0,737,2,0.33,34642,147912,64240,12,Personal,Rural,Graduate,Male,Private,1
APP-1625,7745,3000,Salaried,45,Married,1,718,1,0.28,39311,41440,84796,240,Personal,Urban,Graduate,Male,Private,1
APP-1626,11708,5000,Salaried,55,Single,1,838,0,0.39,33356,45183,64592,180,Home,Rural,Postgraduate,Male,Self,1
APP-1627,13338,2500,Self-Employed,36,Married,2,778,1,0.41,4809,106172,132181,180,Business,Urban,Postgraduate,Female,Govt,1
APP-1628,2412,1000,Salaried,22,Married,3,646,3,0.43,44371,143461,111611,48,Personal,Rural,Graduate,Female,Private,0
APP-1629,9543,0,Salaried,44,Married,0,565,1,0.14,35875,196148,68046,120,Business,Urban,Postgraduate,Female,Govt,0
